Location ID,Location Name,Location Type,Location Primary Inspection Category,Location Street Address,Location Address Line 2,Location City,Location Post Code,Service / Population Group,Key Question,Latest Rating,CQC Rating - Safe,CQC Rating - Effective,CQC Rating - Caring,CQC Rating - Responsive,CQC Rating - Well-Led,Publication Date,Report Type,URL,Provider ID,Provider Name,Brand ID,Brand Name
1-1282033690,The Whiteley Clinic Bristol ,Independent,Hospitals ,Litfield House Medical Centre ,"1 Litfield Place, Clifton Down ",Bristol ,BS8 3LS,Overall,Overall,Good,Good,Not Yet Rated,Good,Good,Outstanding,08/02/2017,Location,http://www.cqc.org.uk/location/1-1282033690,1-101725934,The Whiteley Clinic Limited ,,BRAND The Whiteley Clinic 
1-1285831303,KIMS Hospital ,Independent,Hospitals ,Newnham Court Way ,Weavering ,Maidstone ,ME14 5FT,Overall,Overall,Good,Good,Good,Good,Good,Good,06/04/2018,Location,http://www.cqc.org.uk/location/1-1285831303,1-1058889874,KIMS Hospital Limited ,,-
1-128718687,Ashtead Hospital ,Independent,Hospitals ,The Warren , ,Ashtead ,KT21 2SB,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,06/07/2017,Location,http://www.cqc.org.uk/location/1-128718687,1-102643458,Ramsay Health Care UK Operations Limited ,BD170,BRAND Ramsay Health Care UK 
1-128732707,Duchy Hospital ,Independent,Hospitals ,Penventinnie Lane ,Treliske ,Truro ,TR1 3UP,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Good,Requires improvement,23/03/2017,Location,http://www.cqc.org.uk/location/1-128732707,1-102643458,Ramsay Health Care UK Operations Limited ,BD170,BRAND Ramsay Health Care UK 
1-128732725,Euxton Hall Hospital ,Independent,Hospitals ,Wigan Road ,Euxton ,Chorley ,PR7 6DY,Overall,Overall,Good,Good,Good,Good,Good,Good,28/03/2017,Location,http://www.cqc.org.uk/location/1-128732725,1-102643458,Ramsay Health Care UK Operations Limited ,BD170,BRAND Ramsay Health Care UK 
1-128732743,Fitzwilliam Hospital ,Independent,Hospitals ,Milton Way ,South Bretton ,Peterborough ,PE3 9AQ,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,10/11/2017,Location,http://www.cqc.org.uk/location/1-128732743,1-102643458,Ramsay Health Care UK Operations Limited ,BD170,BRAND Ramsay Health Care UK 
1-128732777,Blakelands Hospital ,Independent,Hospitals ,Smeaton Close ,Blakelands ,Milton Keynes ,MK14 5HR,Overall,Overall,Good,Good,Good,Good,Good,Requires improvement,03/02/2017,Location,http://www.cqc.org.uk/location/1-128732777,1-102643458,Ramsay Health Care UK Operations Limited ,BD170,BRAND Ramsay Health Care UK 
1-128732808,Boston West Hospital ,Independent,Hospitals ,Boston West Business Park ,Sleaford Road ,Boston ,PE21 8EG,Overall,Overall,Good,Good,Good,Good,Good,Good,23/10/2015,Location,http://www.cqc.org.uk/location/1-128732808,1-102643458,Ramsay Health Care UK Operations Limited ,BD170,BRAND Ramsay Health Care UK 
1-128732823,Cobalt Hospital ,Independent,Hospitals ,Cobalt Business Park ,Silverlink North ,Newcastle upon Tyne ,NE27 0BY,Overall,Overall,Good,Good,Good,Good,Good,Good,07/09/2016,Location,http://www.cqc.org.uk/location/1-128732823,1-102643458,Ramsay Health Care UK Operations Limited ,BD170,BRAND Ramsay Health Care UK 
1-128732838,Horton Treatment Centre ,Independent,Hospitals ,Oxford Road , ,Banbury ,OX16 9FG,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,13/03/2017,Location,http://www.cqc.org.uk/location/1-128732838,1-102643458,Ramsay Health Care UK Operations Limited ,BD170,BRAND Ramsay Health Care UK 
1-128732869,Tees Valley Treatment Centre ,Independent,Hospitals , , , ,TS1 3QY,Overall,Overall,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,,No Data,,1-102643458,Ramsay Health Care UK Operations Limited ,BD170,BRAND Ramsay Health Care UK 
1-128732946,Fulwood Hall Hospital ,Independent,Hospitals ,Midgery Lane ,Fulwood ,Preston ,PR2 9SZ,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,06/12/2018,Location,http://www.cqc.org.uk/location/1-128732946,1-102643458,Ramsay Health Care UK Operations Limited ,BD170,BRAND Ramsay Health Care UK 
1-128732964,Rowley Hall Hospital ,Independent,Hospitals ,Rowley Park , ,Stafford ,ST17 9AQ,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,09/02/2017,Location,http://www.cqc.org.uk/location/1-128732964,1-102643458,Ramsay Health Care UK Operations Limited ,BD170,BRAND Ramsay Health Care UK 
1-128732982,Mount Stuart Hospital ,Independent,Hospitals ,St Vincents Road , ,Torquay ,TQ1 4UP,Overall,Overall,Good,Good,Good,Good,Good,Requires improvement,08/10/2018,Location,http://www.cqc.org.uk/location/1-128732982,1-102643458,Ramsay Health Care UK Operations Limited ,BD170,BRAND Ramsay Health Care UK 
1-128732997,New Hall Hospital ,Independent,Hospitals ,Bodenham , ,Salisbury ,SP5 4EW,Overall,Overall,Good,Good,Good,Good,Good,Good,09/02/2017,Location,http://www.cqc.org.uk/location/1-128732997,1-102643458,Ramsay Health Care UK Operations Limited ,BD170,BRAND Ramsay Health Care UK 
1-128733015,North Downs Hospital ,Independent,Hospitals ,46 Tupwood Lane , ,Caterham ,CR3 6DP,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,23/09/2016,Location,http://www.cqc.org.uk/location/1-128733015,1-102643458,Ramsay Health Care UK Operations Limited ,BD170,BRAND Ramsay Health Care UK 
1-128733032,Oaklands Hospital ,Independent,Hospitals ,19 Lancaster Road , ,Salford ,M6 8AQ,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,18/12/2017,Location,http://www.cqc.org.uk/location/1-128733032,1-102643458,Ramsay Health Care UK Operations Limited ,BD170,BRAND Ramsay Health Care UK 
1-128733050,Oaks Hospital ,Independent,Hospitals ,Oaks Place ,Mile End Road ,Colchester ,CO4 5XR,Overall,Overall,Good,Good,Good,Good,Good,Good,10/03/2017,Location,http://www.cqc.org.uk/location/1-128733050,1-102643458,Ramsay Health Care UK Operations Limited ,BD170,BRAND Ramsay Health Care UK 
1-128733068,Pinehill Hospital ,Independent,Hospitals ,Benslow Lane , ,Hitchin ,SG4 9QZ,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,01/03/2019,Location,http://www.cqc.org.uk/location/1-128733068,1-102643458,Ramsay Health Care UK Operations Limited ,BD170,BRAND Ramsay Health Care UK 
1-128733087,Renacres Hospital ,Independent,Hospitals ,Renacres Lane ,Halsall ,Ormskirk ,L39 8SE,Overall,Overall,Good,Good,Good,Good,Good,Good,28/12/2016,Location,http://www.cqc.org.uk/location/1-128733087,1-102643458,Ramsay Health Care UK Operations Limited ,BD170,BRAND Ramsay Health Care UK 
1-128733105,Rivers Hospital ,Independent,Hospitals ,High Wych Road ,High Wych ,Sawbridgeworth ,CM21 0HH,Overall,Overall,Good,Good,Good,Good,Good,Good,25/03/2019,Location,http://www.cqc.org.uk/location/1-128733105,1-102643458,Ramsay Health Care UK Operations Limited ,BD170,BRAND Ramsay Health Care UK 
1-128733123,Springfield Hospital ,Independent,Hospitals ,Lawn Lane ,Springfield ,Chelmsford ,CM1 7GU,Overall,Overall,Good,Good,Good,Good,Good,Requires improvement,17/01/2019,Location,http://www.cqc.org.uk/location/1-128733123,1-102643458,Ramsay Health Care UK Operations Limited ,BD170,BRAND Ramsay Health Care UK 
1-128733141,The Berkshire Independent Hospital ,Independent,Hospitals ,Swallowscroft ,Wensley Road ,Reading ,RG1 6UZ,Overall,Overall,Good,Good,Good,Good,Good,Good,21/06/2019,Location,http://www.cqc.org.uk/location/1-128733141,1-102643458,Ramsay Health Care UK Operations Limited ,BD170,BRAND Ramsay Health Care UK 
1-128733159,The Yorkshire Clinic ,Independent,Hospitals ,Bradford Road , ,Bingley ,BD16 1TW,Overall,Overall,Good,Good,Good,Good,Good,Good,13/04/2017,Location,http://www.cqc.org.uk/location/1-128733159,1-102643458,Ramsay Health Care UK Operations Limited ,BD170,BRAND Ramsay Health Care UK 
1-128733177,West Midlands Hospital ,Independent,Hospitals ,Colman Hill , ,Halesowen ,B63 2AH,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,17/08/2018,Location,http://www.cqc.org.uk/location/1-128733177,1-102643458,Ramsay Health Care UK Operations Limited ,BD170,BRAND Ramsay Health Care UK 
1-128733195,Winfield Hospital ,Independent,Hospitals ,Tewkesbury Road ,Longford ,Gloucester ,GL2 9WH,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Requires improvement,18/01/2017,Location,http://www.cqc.org.uk/location/1-128733195,1-102643458,Ramsay Health Care UK Operations Limited ,BD170,BRAND Ramsay Health Care UK 
1-128733213,Woodland Hospital ,Independent,Hospitals ,Rothwell Road , ,Kettering ,NN16 8XF,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,28/01/2019,Location,http://www.cqc.org.uk/location/1-128733213,1-102643458,Ramsay Health Care UK Operations Limited ,BD170,BRAND Ramsay Health Care UK 
1-128758255,BMI Bath Clinic ,Independent,Hospitals ,Claverton Down Road ,Combe Down ,Bath ,BA2 7BR,Overall,Overall,Requires improvement,Good,Good,Good,Good,Good,31/07/2018,Location,http://www.cqc.org.uk/location/1-128758255,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128758296,BMI Gisburne Park Hospital ,Independent,Hospitals ,Gisburn Park Estate ,Gisburn ,Clitheroe ,BB7 4HX,Overall,Overall,Good,Good,Good,Good,Good,Good,23/01/2017,Location,http://www.cqc.org.uk/location/1-128758296,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128758337,BMI Bishops Wood Hospital ,Independent,Hospitals ,Rickmansworth Road ,Northwood ,London ,HA6 2JW,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Good,Good,02/06/2017,Location,http://www.cqc.org.uk/location/1-128758337,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128758401,BMI Chelsfield Park Hospital ,Independent,Hospitals ,Buck Cross Road ,Chelsfield ,Orpington ,BR6 7RG,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,06/12/2016,Location,http://www.cqc.org.uk/location/1-128758401,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128758442,BMI Coombe Wing ,Independent,Hospitals ,"Level 7 Esher Wing, Kingston Hospital ",Galsworthy Road ,Kingston upon Thames ,KT2 7QB,Overall,Overall,Good,Good,Requires improvement,Good,Good,Good,02/05/2017,Location,http://www.cqc.org.uk/location/1-128758442,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128758464,BMI The Edgbaston Hospital ,Independent,Hospitals ,22 Somerset Road ,Edgbaston ,Birmingham ,B15 2QQ,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Good,Requires improvement,15/02/2017,Location,http://www.cqc.org.uk/location/1-128758464,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128758484,BMI The Esperance Hospital ,Independent,Hospitals ,Hartington Place , ,Eastbourne ,BN21 3BG,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Good,Requires improvement,06/09/2017,Location,http://www.cqc.org.uk/location/1-128758484,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128758505,BMI The Beardwood Hospital ,Independent,Hospitals ,Preston New Road , ,Blackburn ,BB2 7AE,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,26/05/2017,Location,http://www.cqc.org.uk/location/1-128758505,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128758526,BMI The Beaumont Hospital ,Independent,Hospitals ,Old Hall Clough ,Chorley New Road ,Lostock Bolton ,BL6 4LA,Overall,Overall,Good,Good,Good,Good,Good,Good,11/01/2016,Location,http://www.cqc.org.uk/location/1-128758526,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128758547,BMI The Blackheath Hospital ,Independent,Hospitals ,40-42 Lee Terrace ,Blackheath ,London ,SE3 9UD,Overall,Overall,Good,Good,Good,Good,Good,Good,16/05/2019,Location,http://www.cqc.org.uk/location/1-128758547,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128758569,BMI The Alexandra Hospital ,Independent,Hospitals ,Mill Lane , ,Cheadle ,SK8 2PX,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,31/03/2017,Location,http://www.cqc.org.uk/location/1-128758569,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128758601,BMI The Cavell Hospital ,Independent,Hospitals ,Cavell Drive ,"Uplands Park Road, Enfield ",Enfield ,EN2 7PR,Overall,Overall,Good,Good,Good,Good,Good,Good,20/08/2019,Location,http://www.cqc.org.uk/location/1-128758601,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128758622,BMI The Chiltern Hospital ,Independent,Hospitals ,London Road , ,Great Missenden ,HP16 0EN,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Good,Requires improvement,25/04/2019,Location,http://www.cqc.org.uk/location/1-128758622,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128758653,BMI The Clementine Churchill Hospital ,Independent,Hospitals ,Sudbury Hill , ,Harrow ,HA1 3RX,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Good,Good,07/03/2016,Location,http://www.cqc.org.uk/location/1-128758653,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128758675,BMI The Chaucer Hospital ,Independent,Hospitals ,Nackington Road , ,Canterbury ,CT4 7AR,Overall,Overall,Good,Good,Good,Good,Good,Good,06/03/2017,Location,http://www.cqc.org.uk/location/1-128758675,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128758696,BMI The Droitwich Spa Hospital ,Independent,Hospitals ,St Andrews Road , ,Droitwich ,WR9 8DN,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Good,Requires improvement,23/04/2019,Location,http://www.cqc.org.uk/location/1-128758696,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128766718,BMI The Duchy Hospital ,Independent,Hospitals ,Queens Road , ,Harrogate ,HG2 0HF,Overall,Overall,Requires improvement,Good,Requires improvement,Good,Good,Requires improvement,29/09/2017,Location,http://www.cqc.org.uk/location/1-128766718,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128766738,BMI Fawkham Manor Hospital ,Independent,Hospitals ,Manor Lane ,"Fawkham, Longfield ",Dartford ,DA3 8ND,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,02/08/2017,Location,http://www.cqc.org.uk/location/1-128766738,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128766778,BMI Hendon Hospital ,Independent,Hospitals ,46-50 Sunny Gardens Road ,Hendon ,London ,NW4 1RP,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,10/01/2017,Location,http://www.cqc.org.uk/location/1-128766778,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128766799,BMI Goring Hall Hospital ,Independent,Hospitals ,Bodiam Avenue ,Goring-by-Sea ,Worthing ,BN12 5AT,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,10/03/2017,Location,http://www.cqc.org.uk/location/1-128766799,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128766820,BMI The Hampshire Clinic ,Independent,Hospitals ,Basing Road ,Old Basing ,Basingstoke ,RG24 7AL,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Good,Requires improvement,27/11/2018,Location,http://www.cqc.org.uk/location/1-128766820,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128766841,BMI The Harbour Hospital ,Independent,Hospitals ,St Marys Road , ,Poole ,BH15 2BH,Overall,Overall,Good,Good,Good,Good,Good,Good,08/09/2017,Location,http://www.cqc.org.uk/location/1-128766841,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128766862,BMI The Highfield Hospital ,Independent,Hospitals ,Manchester Road , ,Rochdale ,OL11 4LZ,Overall,Overall,Good,Good,Good,Good,Good,Good,23/09/2019,Location,http://www.cqc.org.uk/location/1-128766862,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128766884,BMI The Huddersfield Hospital ,Independent,Hospitals ,Birkby Hall Road ,Birkby ,Huddersfield ,HD2 2BL,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,16/12/2016,Location,http://www.cqc.org.uk/location/1-128766884,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128766906,BMI The Kings Oak Hospital ,Independent,Hospitals ,Chase Farm (North Side) ,Chase Farm (North Side) Enfield ,London ,EN2 8SD,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Good,Requires improvement,20/08/2019,Location,http://www.cqc.org.uk/location/1-128766906,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128766928,BMI The Lancaster Hospital ,Independent,Hospitals ,Meadowside , ,Lancaster ,LA1 3RH,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Good,Requires improvement,28/03/2017,Location,http://www.cqc.org.uk/location/1-128766928,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128766946,BMI The Lincoln Hospital ,Independent,Hospitals ,Nettleham Road , ,Lincoln ,LN2 1QU,Overall,Overall,Good,Good,Good,Good,Good,Good,27/05/2016,Location,http://www.cqc.org.uk/location/1-128766946,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128766965,BMI The London Independent Hospital ,Independent,Hospitals ,Pathology Department ,"1 Beaumont Square, Stepney Green ",London ,E1 4NL,Overall,Overall,Good,Good,Good,Good,Good,Good,18/09/2019,Location,http://www.cqc.org.uk/location/1-128766965,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128767002,BMI The Manor Hospital ,Independent,Hospitals ,Church End ,Biddenham ,Bedford ,MK40 4AW,Overall,Overall,Good,Good,Requires improvement,Good,Good,Good,04/07/2018,Location,http://www.cqc.org.uk/location/1-128767002,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128767023,BMI The Meriden Hospital ,Independent,Hospitals ,Walsgrave Hospital Site ,Clifford Bridge Road ,Coventry ,CV2 2LQ,Overall,Overall,Good,Good,Good,Good,Good,Good,22/06/2018,Location,http://www.cqc.org.uk/location/1-128767023,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128767043,BMI Mount Alvernia Hospital ,Independent,Hospitals ,Harvey Road , ,Guildford ,GU1 3LX,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,11/11/2016,Location,http://www.cqc.org.uk/location/1-128767043,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128767065,BMI - The Paddocks Hospital ,Independent,Hospitals , , , ,HP27 0JS,Overall,Overall,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,Not Yet Rated,,No Data,,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128767084,BMI The Park Hospital ,Independent,Hospitals ,Sherwood Lodge Drive ,"Burntstump Country Park, Arnold ",Nottingham ,NG5 8RX,Overall,Overall,Good,Good,Good,Good,Good,Good,10/07/2018,Location,http://www.cqc.org.uk/location/1-128767084,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128767105,BMI The Princess Margaret Hospital ,Independent,Hospitals ,Osborne Road , ,Windsor ,SL4 3SJ,Overall,Overall,Good,Good,Good,Good,Good,Good,03/05/2019,Location,http://www.cqc.org.uk/location/1-128767105,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
1-128767127,BMI The Priory Hospital ,Independent,Hospitals ,Priory Road ,Edgbaston ,Birmingham ,B5 7UG,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Requires improvement,17/01/2017,Location,http://www.cqc.org.uk/location/1-128767127,1-102643500,BMI Healthcare Limited ,BD208,BRAND BMI Healthcare 
