YearMonth,Rolling_Data_Month,Location ID,Location Name,Provider Code,Provider Name,Diagnostic ID,Diagnostic Test Name,Total Waiting List,Number waiting 6+ Weeks,Number waiting 13+ Weeks,% waiting 6+ weeks
201912,Current Month,RTFDH,Berwick Infirmary,RTF,Northumbria Healthcare NHS Foundation Trust ,4,Barium Enema,4,0,0,0
201912,Current Month,RTR03,East Cleveland Primary Care Hospital,RTR,South Tees Hospitals NHS Foundation Trust ,15,Gastroscopy,348,61,11,17.53
201912,Current Month,RDYEF,Weymouth Community Hospital,RDY,Dorset Healthcare University NHS Foundation Trust ,16,Total,970,0,0,0
201912,Current Month,RA301,Weston General Hospital,RA3,Weston Area Health NHS Trust ,16,Total,2031,90,9,4.43
201912,Current Month,1-137505578,Brighton Nuffield MRI & CT Unit,NT9,Alliance Medical ,16,Total,306,0,0,0
201912,Current Month,RA773,South Bristol NHS Community Hospital,RA7,University Hospitals Bristol NHS Foundation Trust ,1,Magnetic Resonance Imaging,1798,92,34,5.12
201912,Current Month,RA430,Yeovil District Hospital,RA4,Yeovil District Hospital NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,15,0,0,0
201912,Current Month,RBL20,Clatterbridge Hospital,RBL,Wirral University Teaching Hospital NHS Foundation Trust ,16,Total,5995,56,7,0.93
201912,Current Month,RNS01,Northampton General Hospital,RNS,Northampton General Hospital NHS Trust ,13,Flexi Sigmoidoscopy,54,13,1,24.07
201912,Current Month,RYYX9,"New Romney NHS Dental Access Centre, New Romney Clinic",RYY,Kent Community Health NHS Foundation Trust ,6,Audiology - Audiology Assessments,290,2,0,0.69
201912,Current Month,1-128766884,BMI The Huddersfield Hospital,NT448,BMI The Huddersfield Hospital ,1,Magnetic Resonance Imaging,24,0,0,0
201912,Current Month,1-1006377911,Inhealth Radiology Department,NV1,InHealth Ltd ,12,Colonoscopy,799,34,0,4.26
201912,Current Month,RR7EN,Queen Elizabeth Hospital,RR7,Gateshead Health NHS Foundation Trust ,7,Cardiology - Echocardiography,498,2,0,0.4
201912,Current Month,1-115574458,Nuffield Health Derby Hospital,NT213,"Nuffield Health, Derby Hospital ",12,Colonoscopy,0,0,0,0
201912,Current Month,1-1512006286,Woodthorpe Hospital,NVC40,Woodthorpe Hospital ,9,Neurophysiology - Peripheral Neurophysiology,0,0,0,0
201912,Current Month,RP5MM,"Montagu Hospital, Mexborough",RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust ,4,Barium Enema,0,0,0,0
201912,Current Month,RDU02,Farnham Hospital,RDU,Frimley Health NHS Foundation Trust ,12,Colonoscopy,722,28,1,3.88
201912,Current Month,RDYEF,Weymouth Community Hospital,RDY,Dorset Healthcare University NHS Foundation Trust ,3,Non-obstetric Ultrasound,198,0,0,0
201912,Current Month,RXQ50,Wycombe Hospital,RXQ,Buckinghamshire Healthcare NHS Trust ,5,DEXA Scan,95,2,0,2.11
201912,Current Month,1-6726097886,SpaMedica Newcastle-Under-Lyme,NPG15,SpaMedica Newcastle-Under-Lyme ,3,Non-obstetric Ultrasound,0,0,0,0
201912,Current Month,R1K04,Ealing Hospital,R1K,London North West University Healthcare NHS Trust ,5,DEXA Scan,355,0,0,0
201912,Current Month,RNA04,Corbett Hospital,RNA,The Dudley Group NHS Foundation Trust ,15,Gastroscopy,570,205,16,35.96
201912,Current Month,RTFFS,North Tyneside General Hospital,RTF,Northumbria Healthcare NHS Foundation Trust ,10,Respiratory physiology - Sleep Studies,74,0,0,0
201912,Current Month,RYJ03,Hammersmith Hospitals,RYJ,Imperial College Healthcare NHS Trust ,8,Cardiology - Electrophysiology,18,1,1,5.56
201912,Current Month,RH801,Royal Devon & Exeter Hospital (Wonford),RH8,Royal Devon and Exeter NHS Foundation Trust ,13,Flexi Sigmoidoscopy,167,40,14,23.95
201912,Current Month,RHM02,Royal South Hants Hospital,RHM,University Hospital Southampton NHS Foundation Trust ,16,Total,7431,186,14,2.5
201912,Current Month,RVR06,Sutton Hospital,RVR,Epsom and St Helier University Hospitals NHS Trust ,11,Urodynamics - Pressures & Flows,203,20,3,9.85
201912,Current Month,RHU03,Queen Alexandra Hospital,RHU,Portsmouth Hospitals NHS Trust ,11,Urodynamics - Pressures & Flows,0,0,0,0
201912,Current Month,RC971,Luton and Dunstable Hospital,RC9,Luton and Dunstable University Hospital NHS Foundation Trust ,3,Non-obstetric Ultrasound,2451,1,0,0.04
201912,Current Month,RWDLA,Pilgrim Hospital,RWD,United Lincolnshire Hospitals NHS Trust ,1,Magnetic Resonance Imaging,1399,1,0,0.07
201912,Current Month,RAE05,St Luke's Hospital,RAE,Bradford Teaching Hospitals NHS Foundation Trust ,5,DEXA Scan,255,0,0,0
201912,Current Month,RJC02,Warwick Hospital,RJC,South Warwickshire NHS Foundation Trust ,13,Flexi Sigmoidoscopy,103,4,0,3.88
201912,Current Month,RTFDX,Blyth Community Hospital,RTF,Northumbria Healthcare NHS Foundation Trust ,2,Computed Tomography,1045,2,0,0.19
201912,Current Month,1-115574877,Nuffield Health York Hospital,NT245,"Nuffield Health, York Hospital ",1,Magnetic Resonance Imaging,3,0,0,0
201912,Current Month,1-128767334,BMI The South Cheshire Hospital,NT439,BMI - The South Cheshire Private Hospital ,15,Gastroscopy,0,0,0,0
201912,Current Month,1-128766965,BMI The London Independent Hospital,NT422,BMI - The London Independent Hospital ,2,Computed Tomography,5,1,0,20
201912,Current Month,RFSDA,Chesterfield Royal Hospital,RFS,Chesterfield Royal Hospital NHS Foundation Trust ,14,Cystoscopy,50,1,0,2
201912,Current Month,RTF86,Northumbria Specialist Emergency Care Hospital,RTF,Northumbria Healthcare NHS Foundation Trust ,14,Cystoscopy,86,1,0,1.16
201912,Current Month,RF4PP,Barking Community Hospital,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust ",12,Colonoscopy,242,8,0,3.31
201912,Current Month,RWWWH,Warrington Hospital,RWW,Warrington and Halton Hospitals NHS Foundation Trust ,13,Flexi Sigmoidoscopy,90,0,0,0
201912,Current Month,RBZ87,Okehampton Hospital,RBZ,Northern Devon Healthcare NHS Trust ,2,Computed Tomography,412,148,84,35.92
201912,Current Month,RXQ50,Wycombe Hospital,RXQ,Buckinghamshire Healthcare NHS Trust ,6,Audiology - Audiology Assessments,189,0,0,0
201912,Current Month,RRF54,Thomas Linacre Centre,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust ",11,Urodynamics - Pressures & Flows,39,0,0,0
201912,Current Month,1-128767084,BMI The Park Hospital,NT427,BMI - The Park Hospital ,15,Gastroscopy,0,0,0,0
201912,Current Month,1-128767105,BMI The Princess Margaret Hospital,NT428,BMI - The Princess Margaret Hospital ,3,Non-obstetric Ultrasound,3,0,0,0
201912,Current Month,RXWMJ,Oswestry Maternity Unit,RXW,Shrewsbury and Telford Hospital NHS Trust ,3,Non-obstetric Ultrasound,2872,22,0,0.77
201912,Current Month,1-128758526,BMI The Beaumont Hospital,NT404,BMI - The Beaumont Hospital ,4,Barium Enema,0,0,0,0
201912,Current Month,1-128732997,New Hall Hospital,NVC09,New Hall Hospital ,15,Gastroscopy,0,0,0,0
201912,Current Month,R0A06,Dental Hospital Manchester,R0A,Manchester University NHS Foundation Trust ,1,Magnetic Resonance Imaging,3921,150,26,3.83
201912,Current Month,RWWHG,Halton General Hospital,RWW,Warrington and Halton Hospitals NHS Foundation Trust ,14,Cystoscopy,135,1,0,0.74
201912,Current Month,RR814,Seacroft Hospital,RR8,Leeds Teaching Hospitals NHS Trust ,16,Total,13911,121,11,0.87
201912,Current Month,RTGFG,Royal Derby Hospital,RTG,University Hospitals of Derby and Burton NHS Foundation Trust ,9,Neurophysiology - Peripheral Neurophysiology,387,10,3,2.58
201912,Current Month,R1K68,Clayponds Hospital,R1K,London North West University Healthcare NHS Trust ,9,Neurophysiology - Peripheral Neurophysiology,138,0,0,0
201912,Current Month,RXH01,Royal Sussex County Hospital,RXH,Brighton and Sussex University Hospitals NHS Trust ,7,Cardiology - Echocardiography,1129,67,15,5.93
201912,Current Month,RHQY3,Sheffield Dialysis Unit,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust ,7,Cardiology - Echocardiography,1014,1,0,0.1
201912,Current Month,RVR90,Leatherhead,RVR,Epsom and St Helier University Hospitals NHS Trust ,12,Colonoscopy,472,39,5,8.26
201912,Current Month,1-1309559705,Inhealth Hornchurch,NV1,InHealth Ltd ,6,Audiology - Audiology Assessments,1133,19,0,1.68
201912,Current Month,RRVNC,Sir William Gowers Centre,RRV,University College London Hospitals NHS Foundation Trust ,9,Neurophysiology - Peripheral Neurophysiology,803,341,20,42.47
201912,Current Month,RTRAQ,Guisborough Primary Care Hospital,RTR,South Tees Hospitals NHS Foundation Trust ,9,Neurophysiology - Peripheral Neurophysiology,328,43,8,13.11
201912,Current Month,1-128766946,BMI The Lincoln Hospital,NT450,BMI The Lincoln Hospital ,16,Total,6,0,0,0
201912,Current Month,RBN02,St Helens Hospital,RBN,St Helens and Knowsley Teaching Hospitals NHS Trust ,7,Cardiology - Echocardiography,645,2,0,0.31
201912,Current Month,RXPDA,Darlington Memorial Hospital,RXP,County Durham and Darlington NHS Foundation Trust ,6,Audiology - Audiology Assessments,71,0,0,0
201912,Current Month,RRF53,Wrightington Hospital,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust ",9,Neurophysiology - Peripheral Neurophysiology,29,0,0,0
201912,Current Month,RWA18,East Riding Community Hospital,RWA,Hull University Teaching Hospitals NHS Trust ,3,Non-obstetric Ultrasound,1953,0,0,0
201912,Current Month,1-132470348,The Global Clinic Norwich,NYR,Global Diagnostics ,3,Non-obstetric Ultrasound,1907,65,18,3.41
201912,Current Month,R1D21,Ludlow Community Hospital,R1D,Shropshire Community Health NHS Trust ,3,Non-obstetric Ultrasound,77,0,0,0
201912,Current Month,RBZ92,Holsworthy Community Hospital,RBZ,Northern Devon Healthcare NHS Trust ,13,Flexi Sigmoidoscopy,52,0,0,0
201912,Current Month,RBZ83,Sidmouth Hospital,RBZ,Northern Devon Healthcare NHS Trust ,15,Gastroscopy,102,0,0,0
201912,Current Month,1-128758255,BMI Bath Clinic,NT402,BMI - Bath Clinic ,2,Computed Tomography,13,0,0,0
201912,Current Month,RTD01,Freeman Hospital,RTD,The Newcastle upon Tyne Hospitals NHS Foundation Trust ,9,Neurophysiology - Peripheral Neurophysiology,224,0,0,0
201912,Current Month,RTH08,John Radcliffe Hospital,RTH,Oxford University Hospitals NHS Foundation Trust ,8,Cardiology - Electrophysiology,138,6,0,4.35
201912,Current Month,RXPCL,Sedgefield Community Hospital,RXP,County Durham and Darlington NHS Foundation Trust ,12,Colonoscopy,290,37,2,12.76
201912,Current Month,1-221399033,St Mary's NHS Treatment Centre,NTPAD,St Mary's NHS Treatment Centre ,3,Non-obstetric Ultrasound,590,4,0,0.68
201912,Current Month,RBT21,Victoria Infirmary,RBT,Mid Cheshire Hospitals NHS Foundation Trust ,16,Total,5143,92,0,1.79
201912,Current Month,RD115,Royal National Hospital for Rheumatic Diseases,RD1,Royal United Hospitals Bath NHS Foundation Trust ,2,Computed Tomography,1472,134,1,9.1
201912,Current Month,RTF86,Northumbria Specialist Emergency Care Hospital,RTF,Northumbria Healthcare NHS Foundation Trust ,16,Total,8301,27,0,0.33
201912,Current Month,RVWAE,University Hospital of North Tees,RVW,North Tees and Hartlepool NHS Foundation Trust ,3,Non-obstetric Ultrasound,3909,807,0,20.64
201912,Current Month,RAL26,Barnet General Hospital,RAL,Royal Free London NHS Foundation Trust ,12,Colonoscopy,623,48,2,7.7
201912,Current Month,RPGAH,Woodlands Unit,RPG,Oxleas NHS Foundation Trust ,16,Total,126,0,0,0
201912,Current Month,RW604,Rochdale Infirmary,RW6,The Pennine Acute Hospitals NHS Trust ,5,DEXA Scan,486,2,0,0.41
201912,Current Month,RWA16,Castle Hill Hospital,RWA,Hull University Teaching Hospitals NHS Trust ,2,Computed Tomography,2091,243,33,11.62
201912,Current Month,1-128733159,The Yorkshire Clinic,NVC20,The Yorkshire Clinic ,2,Computed Tomography,0,0,0,0
201912,Current Month,RKB01,University Hospital,RKB,University Hospitals Coventry and Warwickshire NHS Trust ,10,Respiratory physiology - Sleep Studies,11,0,0,0
201912,Current Month,RRVNQ,The National Hospital for Neurology and Neurosurgery,RRV,University College London Hospitals NHS Foundation Trust ,2,Computed Tomography,1297,16,6,1.23
201912,Current Month,RRF70,Wigan Health Centre,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust ",3,Non-obstetric Ultrasound,1263,2,0,0.16
201912,Current Month,RW602,North Manchester General Hospital,RW6,The Pennine Acute Hospitals NHS Trust ,12,Colonoscopy,657,1,0,0.15
201912,Current Month,RX1CC,Nottingham City Hospital,RX1,Nottingham University Hospitals NHS Trust ,7,Cardiology - Echocardiography,806,0,0,0
201912,Current Month,RTFED,Wansbeck General Hospital,RTF,Northumbria Healthcare NHS Foundation Trust ,12,Colonoscopy,308,1,0,0.32
201912,Current Month,RW601,Fairfield General Hospital,RW6,The Pennine Acute Hospitals NHS Trust ,12,Colonoscopy,657,1,0,0.15
201912,Current Month,1-445725083,Circle Reading,NV323,Circle Reading Hospital ,13,Flexi Sigmoidoscopy,1,0,0,0
201912,Current Month,1-1512006286,Woodthorpe Hospital,NVC40,Woodthorpe Hospital ,1,Magnetic Resonance Imaging,14,0,0,0
201912,Current Month,RCB00,The York Hospital,RCB,York Teaching Hospital NHS Foundation Trust ,9,Neurophysiology - Peripheral Neurophysiology,87,1,0,1.15
201912,Current Month,RDYFE,"Victoria Hospital, Wimborne",RDY,Dorset Healthcare University NHS Foundation Trust ,16,Total,970,0,0,0
201912,Current Month,RN7EC,Elm Court Ward,RN7,Dartford and Gravesham NHS Trust ,13,Flexi Sigmoidoscopy,160,3,0,1.87
201912,Current Month,1-4481543105,Tees Valley Hospital,NVC0R,Tees Valley Hospital ,12,Colonoscopy,0,0,0,0
201912,Current Month,1-5587637271,Clifton Park Hospital,NVC28,Clifton Park Hospital ,16,Total,9,0,0,0
201912,Current Month,R0B01,Sunderland Royal Hospital,R0B,South Tynside and Sunderland NHS Foundation Trust ,3,Non-obstetric Ultrasound,2601,3,0,0.12
201912,Current Month,1-128758255,BMI Bath Clinic,NT402,BMI - Bath Clinic ,15,Gastroscopy,0,0,0,0
201912,Current Month,R0A06,Dental Hospital Manchester,R0A,Manchester University NHS Foundation Trust ,4,Barium Enema,11,0,0,0
201912,Current Month,RHU04,Petersfield Hospital,RHU,Portsmouth Hospitals NHS Trust ,16,Total,5883,112,21,1.9
201912,Current Month,RQ8L0,Broomfield Hospital,RQ8,Mid Essex Hospital Services NHS Trust ,2,Computed Tomography,737,2,0,0.27
201912,Current Month,RH859,Victoria Hospital Sidmouth,RH8,Royal Devon and Exeter NHS Foundation Trust ,3,Non-obstetric Ultrasound,1353,239,70,17.66
201912,Current Month,1-153773510,The Nottingham Inhealth Specialist Imaging Centre (Nisic),NV1,InHealth Ltd ,16,Total,10227,154,13,1.51
201912,Current Month,1-128733068,Pinehill Hospital,NVC15,Pinehill Hospital ,6,Audiology - Audiology Assessments,0,0,0,0
201912,Current Month,RA301,Weston General Hospital,RA3,Weston Area Health NHS Trust ,2,Computed Tomography,226,10,1,4.42
201912,Current Month,RHW05,West Berkshire Community Hospital,RHW,Royal Berkshire NHS Foundation Trust ,16,Total,4895,112,13,2.29
201912,Current Month,1-1512006286,Woodthorpe Hospital,NVC40,Woodthorpe Hospital ,14,Cystoscopy,0,0,0,0
201912,Current Month,1-128758675,BMI The Chaucer Hospital,NT408,BMI - The Chaucer Hospital ,1,Magnetic Resonance Imaging,3,0,0,0
201912,Current Month,RA201,Royal Surrey County Hospital,RA2,Royal Surrey County Hospital NHS Foundation Trust ,7,Cardiology - Echocardiography,558,37,1,6.63
201912,Current Month,RTH19,Chipping Norton Hospital Unit,RTH,Oxford University Hospitals NHS Foundation Trust ,5,DEXA Scan,668,0,0,0
201912,Current Month,RX1NL,Ropewalk House,RX1,Nottingham University Hospitals NHS Trust ,11,Urodynamics - Pressures & Flows,38,0,0,0
201912,Current Month,1-128766841,BMI The Harbour Hospital,NT419,BMI - The Harbour Hospital ,12,Colonoscopy,0,0,0,0
201912,Current Month,RTH05,Horton General Hospital,RTH,Oxford University Hospitals NHS Foundation Trust ,2,Computed Tomography,2189,4,1,0.18
201912,Current Month,RA773,South Bristol NHS Community Hospital,RA7,University Hospitals Bristol NHS Foundation Trust ,15,Gastroscopy,292,73,11,25
201912,Current Month,RTG50,Sir Robert Peel Community Hospital,RTG,University Hospitals of Derby and Burton NHS Foundation Trust ,12,Colonoscopy,492,4,0,0.81
201912,Current Month,RVR06,Sutton Hospital,RVR,Epsom and St Helier University Hospitals NHS Trust ,2,Computed Tomography,1002,89,0,8.88
201912,Current Month,RWA16,Castle Hill Hospital,RWA,Hull University Teaching Hospitals NHS Trust ,8,Cardiology - Electrophysiology,0,0,0,0
201912,Current Month,1-1006377911,Inhealth Radiology Department,NV1,InHealth Ltd ,2,Computed Tomography,18,1,0,5.56
201912,Current Month,1-243264444,Brighton and Sussex Medical School Clinical Imaging Science Centre,DC8,Medical Imaging Partnership Ltd ,5,DEXA Scan,132,0,0,0
201912,Current Month,RAPNM,North Middlesex University Hospital,RAP,North Middlesex University Hospital NHS Trust ,2,Computed Tomography,305,0,0,0
201912,Current Month,RBN03,Newton Community Hospital,RBN,St Helens and Knowsley Teaching Hospitals NHS Trust ,3,Non-obstetric Ultrasound,2588,1,0,0.04
201912,Current Month,RN506,Basingstoke and North Hampshire Hospital,RN5,Hampshire Hospitals NHS Foundation Trust ,12,Colonoscopy,392,25,3,6.38
201912,Current Month,RWDDA,Lincoln County Hospital,RWD,United Lincolnshire Hospitals NHS Trust ,2,Computed Tomography,1200,2,0,0.17
201912,Current Month,RWJ03,Devonshire Centre for Neuro-Rehabilitation,RWJ,Stockport NHS Foundation Trust ,9,Neurophysiology - Peripheral Neurophysiology,0,0,0,0
201912,Current Month,RJN63,Congleton War Memorial Hospital,RJN,East Cheshire NHS Trust ,7,Cardiology - Echocardiography,313,0,0,0
201912,Current Month,RBZ92,Holsworthy Community Hospital,RBZ,Northern Devon Healthcare NHS Trust ,16,Total,2414,234,107,9.69
201912,Current Month,1-2876775293,Northampton PET/CT Centre,NT9,Alliance Medical ,16,Total,306,0,0,0
201912,Current Month,RAPST,St Ann's Hospital,RAP,North Middlesex University Hospital NHS Trust ,1,Magnetic Resonance Imaging,502,0,0,0
201912,Current Month,RHQWP,Weston Park Hospital,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,36,0,0,0
201912,Current Month,RP627,Moorfields at Darent Valley,RP6,Moorfields Eye Hospital NHS Foundation Trust ,5,DEXA Scan,0,0,0,0
201912,Current Month,1-221399033,St Mary's NHS Treatment Centre,NTPAD,St Mary's NHS Treatment Centre ,7,Cardiology - Echocardiography,84,0,0,0
201912,Current Month,1-153773206,Milton Keynes MRI Centre,NV1,InHealth Ltd ,1,Magnetic Resonance Imaging,2883,45,7,1.56
201912,Current Month,RJ8A4,St Barnabas Hospital,RJ8,Cornwall Partnership NHS Foundation Trust ,11,Urodynamics - Pressures & Flows,28,1,0,3.57
201912,Current Month,RD102,Chippenham Community Hospital,RD1,Royal United Hospitals Bath NHS Foundation Trust ,1,Magnetic Resonance Imaging,2010,342,0,17.01
201912,Current Month,RWY01,Huddersfield Royal Infirmary,RWY,Calderdale and Huddersfield NHS Foundation Trust ,1,Magnetic Resonance Imaging,1780,17,1,0.96
201912,Current Month,RKB03,Hospital of St Cross,RKB,University Hospitals Coventry and Warwickshire NHS Trust ,13,Flexi Sigmoidoscopy,86,0,0,0
201912,Current Month,1-128733159,The Yorkshire Clinic,NVC20,The Yorkshire Clinic ,14,Cystoscopy,0,0,0,0
201912,Current Month,RTXBU,Furness General Hospital,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust ,10,Respiratory physiology - Sleep Studies,112,4,0,3.57
201912,Current Month,RWJ09,Stepping Hill Hospital,RWJ,Stockport NHS Foundation Trust ,16,Total,5416,607,185,11.21
201912,Current Month,1-128733105,Rivers Hospital,NVC19,Rivers Hospital ,12,Colonoscopy,0,0,0,0
201912,Current Month,RCD01,Harrogate District Hospital,RCD,Harrogate and District NHS Foundation Trust ,16,Total,3304,27,1,0.82
